,GRADE,SCPUBPRI,DISTASSI,SCHRTSCHL,SSAMSC,SEGRADES,SEADPLCXX,SEREPEAT,SESUSOUT,SESUSPIN,SEEXPEL,CDOBMM,CDOBYY,CPLCBRTH,CMOVEAGE,CHISPAN,CAMIND,CASIAN,CBLACK,CPACI,CWHITE,CHISPRM,CSEX,CENGLPRG,DISABLTYX,DISBLTY2X,RACEETHN,RACEETH2,ZIP18PO2,ZIPBLHI2,ZIPLOCL,S16NUMST,S16PBPV,S16TYPE,AGE2015,target
3053,13,1,-1,-1,1,1,1,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,22,2,2,1,16,False
3690,10,4,1,2,1,1,-1,2,2,2,2,5,2003,1,-1,2,2,2,1,2,1,2,1,-1,2,2,4,5,1,2,21,4,1,4,12,False
9602,5,4,1,2,1,3,-1,2,2,2,2,12,2008,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,1,42,2,1,4,7,False
7062,12,4,1,2,1,2,2,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,4,4,23,5,1,4,14,False
7079,10,4,1,2,1,1,-1,2,2,2,2,3,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,4,1,4,12,False
8911,15,4,1,2,1,2,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,4,1,4,17,False
575,7,3,-1,-1,1,5,-1,2,2,2,2,9,2005,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,11,2,1,4,10,False
7571,12,4,1,1,1,2,2,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,42,3,1,4,14,False
8430,10,4,1,2,1,3,-1,2,2,2,2,1,2004,1,-1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,11,3,1,4,11,False
1033,13,4,1,2,1,2,1,2,2,2,2,2,2000,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,1,3,21,4,1,4,15,False
4639,12,4,2,2,1,2,2,1,2,2,2,10,1998,1,-1,1,2,2,2,2,2,1,2,1,1,1,3,3,2,3,11,4,1,4,17,False
4754,11,4,2,2,2,4,-1,1,1,1,2,8,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,13,3,1,4,14,False
10690,8,4,1,2,1,1,-1,2,2,2,2,11,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,4,1,4,11,False
7244,8,4,1,2,1,2,-1,2,2,2,2,9,2005,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,3,4,23,3,1,4,10,False
13844,12,4,1,2,1,4,2,1,1,2,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,11,2,1,4,14,False
5799,14,4,2,2,1,3,1,2,2,2,2,1,1999,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,4,11,4,1,4,16,False
8085,5,4,1,2,1,1,-1,2,2,2,2,5,2008,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,3,21,3,1,4,7,False
10272,14,4,1,2,1,1,1,2,2,2,2,1,1999,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,11,4,1,4,16,False
9531,8,4,1,2,1,1,-1,2,2,2,2,6,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,41,2,1,4,11,False
8617,15,1,-1,-1,1,2,2,2,2,2,2,12,1997,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,3,4,11,3,2,1,18,False
11267,14,4,1,2,1,2,2,2,2,2,2,2,1999,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,3,4,21,4,1,4,16,False
8061,12,4,2,2,1,1,1,1,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,4,1,4,15,False
3885,4,4,1,2,1,5,-1,2,2,2,2,3,2009,3,1,2,2,1,2,2,2,2,2,-1,1,1,4,4,1,2,21,2,1,4,6,False
12555,2,4,1,2,1,1,-1,2,2,2,2,10,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,41,2,1,4,6,False
830,8,4,1,2,1,2,-1,2,2,2,2,2,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,23,3,1,4,10,False
12690,15,4,1,2,1,2,2,2,2,2,2,6,1999,1,-1,1,2,2,2,2,1,2,2,-1,2,1,3,3,3,4,11,4,1,4,16,False
4159,2,4,1,2,1,5,-1,2,2,2,2,4,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,41,1,1,4,5,False
6842,11,4,1,2,1,3,-1,2,1,1,2,1,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,42,3,1,4,13,False
3878,8,4,1,2,1,1,-1,2,2,2,2,8,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,42,1,1,4,10,False
4117,11,1,-1,-1,1,3,-1,2,2,2,2,12,2001,1,-1,1,2,2,2,2,2,1,1,2,2,2,3,3,2,3,11,1,2,1,14,False
4037,8,4,1,2,1,2,-1,2,2,2,2,1,2005,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,4,4,11,3,1,4,10,False
14073,9,4,1,2,1,2,-1,2,2,2,2,10,2003,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,4,4,11,3,1,4,12,False
6527,12,4,1,2,1,3,2,2,1,2,2,5,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,21,4,1,4,14,False
6519,7,1,-1,-1,1,2,-1,2,2,2,2,11,2006,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,1,3,21,1,2,1,9,False
7455,14,4,1,2,1,3,2,2,2,2,2,3,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,22,4,1,4,16,False
8373,9,4,1,2,1,2,-1,2,2,2,2,9,2005,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,43,1,1,4,10,False
8222,15,4,1,2,1,2,2,2,2,2,2,9,1997,3,3,1,2,2,2,2,1,2,1,2,2,2,3,3,1,3,21,4,1,4,18,False
2049,5,4,1,2,1,4,-1,2,1,2,2,6,2010,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,3,4,12,2,1,4,5,False
4290,6,4,1,2,1,1,-1,2,2,2,2,11,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,2,1,4,9,False
7314,8,4,1,2,2,1,-1,2,2,2,2,11,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,32,2,1,4,11,False
13336,14,4,1,2,1,3,2,2,1,2,2,6,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,21,4,1,4,17,False
180,12,4,2,2,1,3,1,2,2,2,2,3,2001,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,2,4,21,3,1,4,14,False
190,12,4,1,2,1,2,2,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,32,4,1,4,14,False
5023,12,4,2,2,1,2,1,2,2,2,2,2,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,4,21,1,1,4,15,False
4681,14,4,1,2,1,1,2,2,2,2,2,9,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,31,3,1,4,17,True
5692,7,4,1,1,1,3,-1,2,1,1,2,9,2006,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,4,21,4,1,4,9,False
13114,7,3,-1,-1,1,1,-1,2,2,2,2,12,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,41,1,2,3,10,False
425,10,4,1,2,1,1,-1,2,2,2,2,3,2003,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,4,12,4,1,4,12,False
4544,10,3,-1,-1,1,1,-1,2,2,2,2,6,2004,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,3,4,11,4,1,4,11,False
4941,8,4,1,2,1,3,-1,2,2,2,2,11,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,3,21,3,1,4,11,False
12462,9,4,1,2,1,3,-1,2,2,2,2,5,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,1,1,4,11,False
164,9,4,1,2,1,2,-1,2,1,1,2,5,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,1,41,1,2,2,11,False
5102,10,4,1,2,1,3,-1,2,2,1,2,5,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,32,3,1,4,12,False
7299,11,4,1,2,1,3,-1,2,1,1,2,6,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,1,21,2,1,4,13,False
521,10,4,2,2,1,1,-1,2,2,2,2,1,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,3,1,4,12,False
6018,8,4,1,2,1,1,-1,2,2,2,2,8,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,42,2,1,4,11,False
9225,11,4,2,2,1,1,-1,2,2,2,2,1,2002,1,-1,2,2,2,1,2,2,2,1,2,2,2,2,2,4,4,11,2,1,4,13,False
10946,6,4,1,2,1,2,-1,2,2,2,2,3,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,4,31,2,1,4,8,False
8668,8,4,1,2,1,2,-1,2,2,2,2,7,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,21,2,1,4,10,False
12531,11,4,1,2,1,2,-1,2,2,2,2,10,2001,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,2,42,2,1,4,14,False
9118,14,4,1,2,1,2,2,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,43,1,1,4,17,True
11266,8,4,1,2,1,1,-1,2,1,1,1,5,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,13,3,1,4,10,False
9423,11,4,1,2,1,2,-1,2,2,2,2,4,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,4,11,4,1,4,13,False
6605,7,4,1,2,1,1,-1,2,2,2,2,2,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,2,1,4,9,False
1712,13,4,1,2,1,1,1,2,1,2,2,6,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,4,12,4,1,4,16,False
6619,8,4,1,2,1,2,-1,2,2,2,2,7,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,41,4,1,4,10,False
8752,15,4,1,2,1,2,2,2,2,2,2,7,1997,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,31,4,1,4,18,False
9514,8,4,2,1,1,2,-1,2,2,2,2,8,2005,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,3,4,11,2,1,4,10,False
5052,11,4,1,2,1,3,-1,2,2,2,2,4,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,2,21,3,1,4,13,True
10719,15,4,2,2,1,2,1,2,2,2,2,2,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,2,42,3,1,4,17,False
10165,5,4,1,2,1,2,-1,2,2,2,2,7,2008,3,6,2,2,1,2,2,2,2,1,1,2,2,4,4,2,2,12,2,1,4,7,False
11806,10,4,2,2,1,1,-1,2,2,2,2,2,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,3,12,4,1,4,12,False
7872,4,4,2,2,1,5,-1,2,2,2,2,10,2008,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,3,4,13,3,1,4,7,False
13887,9,4,1,1,1,4,-1,2,2,2,2,5,2005,3,3,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,21,3,1,4,10,False
5798,12,4,2,2,1,1,2,2,2,2,2,11,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,-9,1,4,15,False
168,11,4,1,2,1,2,-1,2,2,2,2,7,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,1,31,2,1,4,13,False
1967,15,4,1,2,1,1,1,2,2,2,2,5,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,31,3,1,4,17,False
10386,14,4,1,2,1,1,1,2,2,2,2,9,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,4,1,4,16,False
12506,10,1,-1,-1,1,1,-1,2,2,2,2,1,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,4,4,11,2,2,1,15,False
5342,8,4,2,1,1,2,-1,2,2,2,2,5,2005,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,4,4,11,3,1,4,10,False
287,8,4,1,2,1,1,-1,2,2,2,2,8,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,21,2,1,4,11,False
8016,15,4,1,2,1,2,2,2,2,2,2,12,1997,1,-1,2,1,2,2,2,2,2,1,-1,1,1,4,5,2,4,21,4,1,4,18,False
12715,14,4,1,2,1,3,2,2,2,2,2,3,1999,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,31,4,1,4,16,False
11560,5,4,1,2,1,2,-1,2,2,2,2,5,2008,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,3,4,11,3,1,4,7,False
7289,8,4,1,1,1,2,-1,2,2,2,2,12,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,2,31,1,1,4,11,False
7135,9,4,2,2,1,1,-1,2,2,2,2,4,2004,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,3,11,4,1,4,11,False
877,6,4,2,2,1,5,-1,2,2,2,2,4,2007,1,-1,2,2,1,2,2,1,2,2,-1,1,1,4,5,1,3,21,3,1,4,8,False
2860,6,4,1,2,1,2,-1,2,2,2,2,8,2007,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,3,4,21,1,2,2,8,True
688,14,4,1,2,1,1,1,2,2,2,2,1,1999,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,3,3,32,4,1,4,16,False
4689,2,4,1,2,1,1,-1,2,2,2,2,8,2009,1,-1,2,1,2,2,2,1,2,1,-1,2,2,4,5,2,1,33,3,1,4,6,False
6836,8,4,1,2,1,1,-1,2,2,2,2,9,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,41,2,1,4,11,False
4346,14,4,1,2,1,1,1,2,2,2,2,9,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,4,1,4,17,False
919,9,4,1,2,1,2,-1,1,2,2,2,1,2003,1,-1,1,2,2,2,2,2,1,1,2,1,1,3,3,3,4,11,4,1,4,12,False
653,2,4,1,2,1,5,-1,2,2,2,2,4,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,5,False
13610,7,4,1,2,1,2,-1,2,2,2,2,2,2006,1,-1,2,2,2,1,2,1,2,1,-1,2,2,4,5,1,3,11,3,1,4,9,True
5438,7,4,1,2,1,3,-1,2,2,2,2,6,2006,2,0,1,2,2,2,2,2,1,1,1,2,2,3,3,4,4,13,3,1,4,9,False
2557,4,4,1,2,1,1,-1,2,2,2,2,12,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,2,1,4,7,False
8088,9,4,1,2,1,1,-1,2,2,2,2,2,2004,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,2,3,21,4,1,4,11,False
7612,8,4,1,2,1,1,-1,2,2,2,2,12,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,31,4,1,4,11,False
12207,4,4,2,2,1,5,-1,2,2,2,2,6,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,13,3,1,4,6,False
815,9,4,2,2,1,1,-1,2,2,1,2,1,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,11,2,1,4,11,False
4005,13,4,1,2,1,1,1,2,2,2,2,7,2000,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,21,4,1,4,15,True
7928,15,1,-1,-1,1,1,1,2,2,2,2,11,1997,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,3,2,1,18,False
6280,10,4,1,2,1,2,-1,2,2,2,2,3,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,4,1,43,2,1,4,12,False
10434,14,2,-1,-1,1,1,1,2,2,2,2,10,1999,1,-1,1,1,2,2,2,1,2,1,-1,2,2,3,3,2,4,23,2,2,2,16,True
11328,9,3,-1,-1,1,1,-1,2,2,2,2,8,2003,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,4,21,3,2,3,12,False
8433,13,4,2,1,1,1,1,2,2,2,2,1,2000,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,3,4,21,4,1,4,15,False
11582,11,4,1,2,1,2,-1,2,1,2,2,7,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,21,3,1,4,13,False
1944,12,4,1,2,1,1,2,2,2,2,2,5,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,3,1,4,14,False
11017,7,4,1,2,1,1,-1,2,2,2,2,4,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,9,False
12047,10,4,1,1,1,1,-1,2,2,2,2,2,2003,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,3,12,2,1,4,12,False
8345,13,4,1,2,1,1,1,2,2,2,2,1,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,-9,1,4,15,False
1875,15,4,1,2,1,1,1,2,2,2,2,7,1998,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,3,41,3,1,4,17,False
3906,10,4,1,2,1,1,-1,2,2,2,2,1,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,3,1,4,12,False
8185,14,4,1,2,1,2,2,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,4,21,3,1,4,16,False
9939,15,4,1,2,1,3,2,2,1,2,2,11,1998,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,21,4,1,4,17,False
12480,11,2,-1,-1,1,1,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,42,1,2,2,14,False
5735,6,4,2,1,1,1,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,23,3,1,4,9,False
10571,6,4,2,2,1,1,-1,2,2,2,2,9,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,4,41,2,1,4,8,False
13237,5,4,2,2,1,5,-1,2,2,2,2,2,2008,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,11,1,1,4,7,False
12484,5,4,1,2,1,5,-1,2,2,2,2,6,2008,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,3,4,21,2,1,4,7,False
4424,9,4,1,2,1,2,-1,2,2,2,1,7,2004,1,-1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,3,11,3,1,4,11,False
3594,5,3,-1,-1,1,5,-1,2,2,2,2,11,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,13,1,2,3,7,False
9312,13,4,2,2,1,1,1,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,2,42,4,1,4,16,False
13800,9,4,1,2,1,1,-1,2,2,2,2,8,2004,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,32,1,1,4,11,False
8047,15,3,-1,-1,1,1,1,2,2,2,2,9,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,31,3,1,4,17,False
6507,13,4,1,2,1,5,2,2,1,2,2,10,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,1,1,4,16,False
3579,8,4,1,2,1,1,-1,2,2,2,2,5,2005,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,3,21,3,1,4,10,False
2518,13,4,1,2,1,2,2,2,2,2,2,12,2000,1,-1,1,2,2,1,2,2,2,1,-1,1,1,3,3,1,3,11,5,1,4,15,False
2624,8,4,1,2,1,1,-1,2,2,2,2,6,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,2,41,2,1,4,10,False
12430,15,4,2,2,1,1,2,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,42,2,1,4,17,False
10674,12,4,2,1,1,3,2,2,2,2,2,12,2000,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,3,4,11,4,1,4,15,False
10427,14,4,2,1,1,1,2,2,2,2,2,12,1998,3,3,1,2,2,2,2,2,1,1,-1,2,2,3,3,4,4,11,2,1,4,17,False
12695,2,4,1,2,1,5,-1,2,2,2,2,6,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,23,1,1,4,6,False
7192,7,4,1,2,1,5,-1,2,2,2,2,9,2006,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,4,21,3,1,4,9,False
4542,13,4,2,2,1,1,2,1,1,1,2,3,1999,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,33,1,2,2,16,False
9080,2,4,1,2,1,1,-1,2,2,2,2,4,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,3,1,4,5,False
1421,10,4,1,2,1,3,-1,2,2,2,2,11,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,13,3,1,4,13,True
13493,11,4,1,2,1,2,-1,2,2,2,2,7,2002,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,4,4,21,4,1,4,13,False
689,8,4,2,1,1,3,-1,1,2,2,2,3,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,4,3,12,3,1,4,11,False
8508,13,4,1,2,1,2,2,2,2,2,2,3,2000,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,4,4,21,4,1,4,15,False
4649,5,4,2,2,1,1,-1,2,2,2,2,7,2008,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,3,4,13,4,1,4,7,False
9869,6,4,1,2,1,1,-1,2,2,2,2,12,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,2,1,4,9,False
6931,11,4,1,2,1,2,-1,2,2,2,2,4,2002,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,21,4,1,4,13,False
13695,4,4,1,2,1,5,-1,2,2,2,2,3,2009,3,4,2,2,1,2,2,2,2,1,2,2,2,4,4,2,3,12,3,1,4,6,False
10059,11,4,1,2,1,1,-1,2,2,2,2,7,2002,1,-1,1,2,2,2,2,1,2,1,-1,2,1,3,3,4,4,11,4,1,4,13,False
5515,14,4,1,2,1,2,2,2,2,2,2,8,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,41,4,1,4,16,False
7884,9,4,1,2,1,1,-1,2,2,2,2,11,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,1,1,4,12,False
1004,7,4,1,2,1,2,-1,2,2,2,2,9,2004,1,-1,1,2,2,2,2,1,2,2,1,2,2,3,3,3,4,12,2,1,4,11,False
5492,5,4,1,2,1,2,-1,2,2,2,2,1,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,3,1,4,7,False
9119,15,4,1,2,1,1,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,2,33,4,1,4,17,False
13009,2,4,1,2,1,5,-1,2,2,2,2,3,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,12,2,1,4,5,False
10728,9,4,1,2,1,1,-1,2,2,2,2,4,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,41,2,1,4,10,False
9048,6,4,2,2,1,1,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,23,1,1,4,9,False
3710,5,4,1,2,1,5,-1,2,2,2,2,7,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,13,2,1,4,7,True
9172,11,4,2,2,1,2,-1,2,2,1,2,5,2002,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,4,4,11,3,1,4,13,False
4868,10,4,1,2,1,1,-1,2,2,2,2,9,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,13,3,1,4,12,False
4210,5,4,1,2,1,5,-1,2,2,2,2,4,2008,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,2,13,2,1,4,7,False
6853,4,4,1,2,1,5,-1,2,2,2,2,10,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,2,31,3,1,4,7,False
3289,5,4,1,2,1,1,-1,2,2,2,2,7,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,3,1,4,7,False
12449,4,4,1,2,1,5,-1,2,2,2,2,6,2009,1,-1,2,2,1,2,2,1,2,1,-1,2,2,4,5,1,2,13,3,1,4,6,False
2706,14,2,-1,-1,1,1,2,2,2,2,2,2,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,11,2,2,2,16,False
7249,7,4,1,2,1,5,-1,2,2,2,2,6,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,1,1,4,9,False
13926,7,4,2,2,1,1,-1,2,2,2,2,8,2006,3,3,2,2,1,1,2,2,2,2,-1,2,2,4,5,3,3,21,3,1,4,9,False
8832,14,4,1,2,1,2,1,2,2,2,2,6,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,41,4,1,4,16,False
13582,14,4,1,2,1,2,2,2,2,2,2,4,1999,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,1,2,21,4,1,4,16,False
11297,12,1,-1,-1,1,2,2,2,2,2,2,4,2001,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,31,3,2,1,14,False
955,13,4,1,2,1,2,2,2,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,1,41,4,1,4,15,False
6031,14,4,1,2,1,1,1,2,2,2,2,9,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,5,1,4,17,False
8701,10,4,1,2,1,2,-1,2,2,2,2,2,2003,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,13,2,1,4,12,False
10336,5,4,1,2,1,1,-1,2,2,2,2,8,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,2,33,2,1,4,8,False
10155,9,4,2,1,1,1,-1,2,2,2,2,7,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,11,2,1,4,11,False
7893,2,4,1,2,1,5,-1,2,2,2,2,12,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,23,2,1,4,6,False
10216,14,4,1,2,1,1,1,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,22,4,1,4,16,False
